Age Group (years),Year,IPD Serotype,Frequency Count
<2,1998,1,3
<2,1998,10A,3
<2,1998,12F,10
<2,1998,14,245
<2,1998,15B,6
<2,1998,15C,5
<2,1998,16,1
<2,1998,16F,1
<2,1998,18B,1
<2,1998,18C,60
<2,1998,19A,27
<2,1998,19F,75
<2,1998,22F,3
<2,1998,23A,1
<2,1998,23F,54
<2,1998,24F,2
<2,1998,3,3
<2,1998,33F,6
<2,1998,35B,2
<2,1998,35F,1
<2,1998,38,5
<2,1998,4,57
<2,1998,6A,35
<2,1998,6B,78
<2,1998,7F,4
<2,1998,9A,9
<2,1998,9L,1
<2,1998,9N,1
<2,1998,9V,38
<2,1998,MISS,141
<2,1998,NT,4
2-4,1998,1,4
2-4,1998,11A,2
2-4,1998,12F,3
2-4,1998,14,66
2-4,1998,15B,1
2-4,1998,18B,1
2-4,1998,18C,27
2-4,1998,19A,3
2-4,1998,19F,22
2-4,1998,22F,1
2-4,1998,23B,1
2-4,1998,23F,20
2-4,1998,33F,1
2-4,1998,35B,1
2-4,1998,38,2
2-4,1998,4,9
2-4,1998,5,1
2-4,1998,6A,9
2-4,1998,6B,22
2-4,1998,6C,1
2-4,1998,7F,1
2-4,1998,9A,2
2-4,1998,9N,3
2-4,1998,9V,17
2-4,1998,MISS,41
5-17,1998,1,19
5-17,1998,10A,1
5-17,1998,11A,1
5-17,1998,12F,2
5-17,1998,14,12
5-17,1998,15B,4
5-17,1998,18B,1
5-17,1998,18C,8
5-17,1998,18F,1
5-17,1998,19A,3
5-17,1998,19F,5
5-17,1998,22F,1
5-17,1998,23F,9
5-17,1998,3,5
5-17,1998,31,1
5-17,1998,33A,1
5-17,1998,4,7
5-17,1998,5,1
5-17,1998,6A,2
5-17,1998,6B,5
5-17,1998,7F,7
5-17,1998,8,1
5-17,1998,9N,1
5-17,1998,9V,11
5-17,1998,MISS,14
18-49,1998,1,30
18-49,1998,10A,8
18-49,1998,11A,19
18-49,1998,11B,1
18-49,1998,11C,1
18-49,1998,12F,66
18-49,1998,13,5
18-49,1998,14,103
18-49,1998,15A,3
18-49,1998,15B,6
18-49,1998,15C,5
18-49,1998,15F,1
18-49,1998,16,16
18-49,1998,16F,2
18-49,1998,17A,1
18-49,1998,17F,4
18-49,1998,18A,1
18-49,1998,18B,1
18-49,1998,18C,42
18-49,1998,19A,33
18-49,1998,19F,38
18-49,1998,20,8
18-49,1998,21,1
18-49,1998,22F,24
18-49,1998,23A,2
18-49,1998,23F,53
18-49,1998,28,1
18-49,1998,28F,2
18-49,1998,29,1
18-49,1998,3,31
18-49,1998,30,1
18-49,1998,31,7
18-49,1998,33F,8
18-49,1998,34,3
18-49,1998,35B,4
18-49,1998,35F,5
18-49,1998,38,10
18-49,1998,4,148
18-49,1998,5,1
18-49,1998,6A,41
18-49,1998,6B,56
18-49,1998,7F,42
18-49,1998,8,19
18-49,1998,9A,9
18-49,1998,9N,29
18-49,1998,9V,111
18-49,1998,MISS,131
18-49,1998,NT,1
50-64,1998,1,13
50-64,1998,10A,4
50-64,1998,11A,10
50-64,1998,12F,21
50-64,1998,13,1
50-64,1998,14,48
50-64,1998,15A,1
50-64,1998,15B,1
50-64,1998,15C,1
50-64,1998,15F,1
50-64,1998,16,4
50-64,1998,16F,2
50-64,1998,17F,2
50-64,1998,18C,16
50-64,1998,19A,17
50-64,1998,19F,17
50-64,1998,20,1
50-64,1998,22F,33
50-64,1998,23A,5
50-64,1998,23B,1
50-64,1998,23F,45
50-64,1998,3,28
50-64,1998,31,5
50-64,1998,33,1
50-64,1998,33F,5
50-64,1998,34,2
50-64,1998,35B,3
50-64,1998,35F,4
50-64,1998,37,1
50-64,1998,38,7
50-64,1998,4,64
50-64,1998,6A,18
50-64,1998,6B,38
50-64,1998,7F,23
50-64,1998,8,8
50-64,1998,9A,5
50-64,1998,9N,14
50-64,1998,9V,39
50-64,1998,MISS,73
50-64,1998,NT,2
65+,1998,1,18
65+,1998,10A,11
65+,1998,11A,27
65+,1998,11C,1
65+,1998,12F,37
65+,1998,13,4
65+,1998,14,156
65+,1998,15A,3
65+,1998,15B,11
65+,1998,15C,1
65+,1998,15F,1
65+,1998,16,14
65+,1998,16F,1
65+,1998,17,1
65+,1998,17F,1
65+,1998,18A,1
65+,1998,18C,24
65+,1998,18F,2
65+,1998,19A,36
65+,1998,19F,41
65+,1998,20,6
65+,1998,22A,1
65+,1998,22F,55
65+,1998,23A,5
65+,1998,23F,87
65+,1998,24F,2
65+,1998,29,1
65+,1998,3,54
65+,1998,31,8
65+,1998,33,2
65+,1998,33F,12
65+,1998,34,3
65+,1998,35B,11
65+,1998,35F,7
65+,1998,38,8
65+,1998,4,94
65+,1998,5,1
65+,1998,6A,50
65+,1998,6B,80
65+,1998,7A,1
65+,1998,7F,23
65+,1998,8,9
65+,1998,9A,9
65+,1998,9L,1
65+,1998,9N,10
65+,1998,9V,99
65+,1998,MISS,163
65+,1998,NT,5
<2,1999,1,4
<2,1999,10A,1
<2,1999,11A,1
<2,1999,12F,7
<2,1999,14,275
<2,1999,15B,1
<2,1999,15C,2
<2,1999,16F,2
<2,1999,18B,3
<2,1999,18C,64
<2,1999,18F,1
<2,1999,19A,14
<2,1999,19F,89
<2,1999,22F,7
<2,1999,23A,1
<2,1999,23B,2
<2,1999,23F,52
<2,1999,24B,1
<2,1999,3,4
<2,1999,33F,5
<2,1999,35B,1
<2,1999,38,4
<2,1999,4,58
<2,1999,6A,35
<2,1999,6B,93
<2,1999,7F,6
<2,1999,9A,11
<2,1999,9L,1
<2,1999,9N,2
<2,1999,9V,50
<2,1999,MISS,145
<2,1999,NT,3
2-4,1999,1,2
2-4,1999,12F,6
2-4,1999,14,58
2-4,1999,15B,2
2-4,1999,15C,1
2-4,1999,18C,25
2-4,1999,19A,6
2-4,1999,19F,27
2-4,1999,23A,1
2-4,1999,23F,13
2-4,1999,3,2
2-4,1999,33F,3
2-4,1999,35B,1
2-4,1999,38,1
2-4,1999,4,13
2-4,1999,5,1
2-4,1999,6A,19
2-4,1999,6B,18
2-4,1999,7F,2
2-4,1999,9A,1
2-4,1999,9V,11
2-4,1999,MISS,41
5-17,1999,1,11
5-17,1999,11A,1
5-17,1999,12F,9
5-17,1999,14,25
5-17,1999,15B,1
5-17,1999,15C,1
5-17,1999,18B,1
5-17,1999,18C,15
5-17,1999,19A,7
5-17,1999,19F,7
5-17,1999,22F,3
5-17,1999,23F,6
5-17,1999,3,2
5-17,1999,33A,1
5-17,1999,35B,1
5-17,1999,35F,1
5-17,1999,4,9
5-17,1999,6A,4
5-17,1999,6B,2
5-17,1999,7F,5
5-17,1999,8,2
5-17,1999,9A,1
5-17,1999,9V,7
5-17,1999,MISS,22
5-17,1999,NT,1
18-49,1999,1,23
18-49,1999,10A,8
18-49,1999,11A,20
18-49,1999,11B,1
18-49,1999,12F,84
18-49,1999,13,7
18-49,1999,14,145
18-49,1999,15A,3
18-49,1999,15B,5
18-49,1999,15C,2
18-49,1999,16,13
18-49,1999,16F,8
18-49,1999,17F,1
18-49,1999,18A,1
18-49,1999,18B,2
18-49,1999,18C,39
18-49,1999,18F,1
18-49,1999,19A,27
18-49,1999,19F,46
18-49,1999,20,9
18-49,1999,22F,36
18-49,1999,23A,3
18-49,1999,23F,84
18-49,1999,24F,2
18-49,1999,3,45
18-49,1999,31,4
18-49,1999,33A,1
18-49,1999,33F,5
18-49,1999,34,2
18-49,1999,35B,4
18-49,1999,35F,9
18-49,1999,38,3
18-49,1999,4,185
18-49,1999,5,2
18-49,1999,6A,34
18-49,1999,6B,42
18-49,1999,6C,2
18-49,1999,7C,3
18-49,1999,7F,33
18-49,1999,8,12
18-49,1999,9A,8
18-49,1999,9N,27
18-49,1999,9V,103
18-49,1999,MISS,129
18-49,1999,NT,6
50-64,1999,1,11
50-64,1999,10A,4
50-64,1999,11A,11
50-64,1999,12F,34
50-64,1999,13,1
50-64,1999,14,86
50-64,1999,15A,2
50-64,1999,15B,10
50-64,1999,15C,1
50-64,1999,16,9
50-64,1999,16F,4
50-64,1999,17F,1
50-64,1999,18C,12
50-64,1999,19A,15
50-64,1999,19F,26
50-64,1999,20,4
50-64,1999,22F,20
50-64,1999,23A,5
50-64,1999,23F,29
50-64,1999,3,36
50-64,1999,31,1
50-64,1999,33F,12
50-64,1999,34,3
50-64,1999,35B,4
50-64,1999,35F,1
50-64,1999,37,1
50-64,1999,38,3
50-64,1999,4,72
50-64,1999,5,3
50-64,1999,6A,24
50-64,1999,6B,30
50-64,1999,6C,3
50-64,1999,7C,1
50-64,1999,7F,21
50-64,1999,8,6
50-64,1999,9A,6
50-64,1999,9N,5
50-64,1999,9V,57
50-64,1999,MISS,64
65+,1999,1,8
65+,1999,10A,3
65+,1999,11A,26
65+,1999,12A,1
65+,1999,12F,36
65+,1999,13,3
65+,1999,14,181
65+,1999,15A,3
65+,1999,15B,7
65+,1999,15C,1
65+,1999,16,15
65+,1999,16F,15
65+,1999,17F,2
65+,1999,18A,1
65+,1999,18C,35
65+,1999,18F,2
65+,1999,19A,40
65+,1999,19F,46
65+,1999,20,6
65+,1999,22F,40
65+,1999,23A,9
65+,1999,23B,3
65+,1999,23F,114
65+,1999,24F,1
65+,1999,28A,1
65+,1999,3,74
65+,1999,31,10
65+,1999,33F,9
65+,1999,34,3
65+,1999,35B,9
65+,1999,35F,10
65+,1999,36,1
65+,1999,38,13
65+,1999,4,91
65+,1999,5,1
65+,1999,6A,69
65+,1999,6B,80
65+,1999,6C,20
65+,1999,7A,1
65+,1999,7B,1
65+,1999,7C,2
65+,1999,7F,20
65+,1999,8,6
65+,1999,9A,8
65+,1999,9L,2
65+,1999,9N,15
65+,1999,9V,94
65+,1999,MISS,169
65+,1999,NT,3
<2,2000,1,4
<2,2000,10A,3
<2,2000,11A,1
<2,2000,12A,1
<2,2000,12F,7
<2,2000,14,246
<2,2000,15B,2
<2,2000,15C,3
<2,2000,16F,3
<2,2000,17F,1
<2,2000,18A,1
<2,2000,18B,6
<2,2000,18C,50
<2,2000,18F,2
<2,2000,19A,20
<2,2000,19F,61
<2,2000,22F,5
<2,2000,23A,1
<2,2000,23B,4
<2,2000,23F,46
<2,2000,3,8
<2,2000,31,1
<2,2000,33F,7
<2,2000,35B,2
<2,2000,38,9
<2,2000,4,43
<2,2000,5,1
<2,2000,6A,33
<2,2000,6B,93
<2,2000,6C,2
<2,2000,7F,1
<2,2000,8,3
<2,2000,9A,2
<2,2000,9L,1
<2,2000,9N,1
<2,2000,9V,35
<2,2000,MISS,113
<2,2000,NT,1
2-4,2000,1,4
2-4,2000,10A,1
2-4,2000,14,56
2-4,2000,15B,2
2-4,2000,15C,1
2-4,2000,18C,26
2-4,2000,18F,1
2-4,2000,19A,4
2-4,2000,19F,18
2-4,2000,22F,2
2-4,2000,23A,1
2-4,2000,23B,2
2-4,2000,23F,17
2-4,2000,3,3
2-4,2000,33F,2
2-4,2000,35B,1
2-4,2000,4,19
2-4,2000,6A,12
2-4,2000,6B,20
2-4,2000,7F,2
2-4,2000,9A,1
2-4,2000,9L,1
2-4,2000,9N,2
2-4,2000,9V,5
2-4,2000,MISS,38
2-4,2000,NT,1
5-17,2000,1,10
5-17,2000,10A,1
5-17,2000,11A,2
5-17,2000,12F,3
5-17,2000,14,22
5-17,2000,15B,1
5-17,2000,15C,1
5-17,2000,17F,1
5-17,2000,18C,18
5-17,2000,19A,3
5-17,2000,19F,6
5-17,2000,21,1
5-17,2000,22F,1
5-17,2000,23F,11
5-17,2000,3,3
5-17,2000,33F,2
5-17,2000,35B,2
5-17,2000,4,10
5-17,2000,6A,6
5-17,2000,6B,2
5-17,2000,6C,1
5-17,2000,7A,1
5-17,2000,7F,2
5-17,2000,8,2
5-17,2000,9V,10
5-17,2000,MISS,14
18-49,2000,1,19
18-49,2000,10A,6
18-49,2000,11A,18
18-49,2000,12A,1
18-49,2000,12F,77
18-49,2000,13,7
18-49,2000,14,125
18-49,2000,15A,5
18-49,2000,15B,6
18-49,2000,15C,5
18-49,2000,15F,1
18-49,2000,16,4
18-49,2000,16F,7
18-49,2000,17F,2
18-49,2000,18B,1
18-49,2000,18C,35
18-49,2000,18F,1
18-49,2000,19A,28
18-49,2000,19F,38
18-49,2000,20,5
18-49,2000,21,1
18-49,2000,22F,20
18-49,2000,23A,2
18-49,2000,23F,63
18-49,2000,3,44
18-49,2000,31,5
18-49,2000,33F,7
18-49,2000,34,1
18-49,2000,35B,6
18-49,2000,35F,9
18-49,2000,38,10
18-49,2000,4,154
18-49,2000,5,4
18-49,2000,6A,45
18-49,2000,6B,59
18-49,2000,6C,6
18-49,2000,7B,1
18-49,2000,7C,1
18-49,2000,7F,36
18-49,2000,8,15
18-49,2000,9A,4
18-49,2000,9L,1
18-49,2000,9N,21
18-49,2000,9V,98
18-49,2000,MISS,115
18-49,2000,NT,1
50-64,2000,1,4
50-64,2000,10A,4
50-64,2000,11A,16
50-64,2000,12F,30
50-64,2000,13,2
50-64,2000,14,87
50-64,2000,15A,2
50-64,2000,15B,1
50-64,2000,15C,3
50-64,2000,16F,8
50-64,2000,18B,1
50-64,2000,18C,21
50-64,2000,19A,19
50-64,2000,19F,29
50-64,2000,20,2
50-64,2000,22F,29
50-64,2000,23A,2
50-64,2000,23B,2
50-64,2000,23F,46
50-64,2000,29,1
50-64,2000,3,40
50-64,2000,31,3
50-64,2000,33F,4
50-64,2000,34,2
50-64,2000,35B,2
50-64,2000,38,2
50-64,2000,4,72
50-64,2000,5,5
50-64,2000,6A,30
50-64,2000,6B,43
50-64,2000,6C,4
50-64,2000,7F,13
50-64,2000,8,11
50-64,2000,9A,4
50-64,2000,9N,11
50-64,2000,9V,43
50-64,2000,MISS,78
65+,2000,1,9
65+,2000,10A,6
65+,2000,11A,22
65+,2000,11C,1
65+,2000,12B,1
65+,2000,12F,32
65+,2000,13,2
65+,2000,14,178
65+,2000,15A,2
65+,2000,15B,7
65+,2000,15C,4
65+,2000,16F,21
65+,2000,17F,3
65+,2000,18A,1
65+,2000,18B,1
65+,2000,18C,21
65+,2000,18F,2
65+,2000,19A,24
65+,2000,19F,45
65+,2000,20,2
65+,2000,22A,1
65+,2000,22F,62
65+,2000,23A,11
65+,2000,23B,5
65+,2000,23F,100
65+,2000,28F,1
65+,2000,29,1
65+,2000,3,92
65+,2000,31,9
65+,2000,33F,11
65+,2000,34,1
65+,2000,35B,11
65+,2000,35F,4
65+,2000,36,2
65+,2000,38,19
65+,2000,4,99
65+,2000,6A,58
65+,2000,6B,85
65+,2000,6C,15
65+,2000,7F,28
65+,2000,8,13
65+,2000,9A,5
65+,2000,9N,19
65+,2000,9V,93
65+,2000,MISS,133
65+,2000,NT,4
<2,2001,1,3
<2,2001,10A,2
<2,2001,11A,3
<2,2001,12F,11
<2,2001,14,58
<2,2001,15B,5
<2,2001,15C,12
<2,2001,17F,1
<2,2001,18B,1
<2,2001,18C,19
<2,2001,19A,24
<2,2001,19F,21
<2,2001,20,2
<2,2001,22F,14
<2,2001,23A,1
<2,2001,23F,24
<2,2001,3,7
<2,2001,33F,14
<2,2001,35B,2
<2,2001,35F,1
<2,2001,38,6
<2,2001,4,14
<2,2001,5,1
<2,2001,6A,24
<2,2001,6B,50
<2,2001,6C,2
<2,2001,7F,10
<2,2001,8,2
<2,2001,9A,3
<2,2001,9N,2
<2,2001,9V,19
<2,2001,MISS,60
2-4,2001,10A,1
2-4,2001,11A,1
2-4,2001,12F,4
2-4,2001,14,43
2-4,2001,15B,1
2-4,2001,15C,3
2-4,2001,18C,32
2-4,2001,19A,11
2-4,2001,19F,37
2-4,2001,22F,4
2-4,2001,23F,18
2-4,2001,24B,1
2-4,2001,3,2
2-4,2001,33F,3
2-4,2001,35F,1
2-4,2001,38,1
2-4,2001,39,1
2-4,2001,4,21
2-4,2001,6A,12
2-4,2001,6B,16
2-4,2001,7F,6
2-4,2001,9A,2
2-4,2001,9N,1
2-4,2001,9V,14
2-4,2001,MISS,37
2-4,2001,NT,2
5-17,2001,1,15
5-17,2001,11A,1
5-17,2001,12F,5
5-17,2001,14,15
5-17,2001,15A,1
5-17,2001,15B,2
5-17,2001,15C,4
5-17,2001,16F,1
5-17,2001,18B,1
5-17,2001,18C,17
5-17,2001,18F,1
5-17,2001,19A,4
5-17,2001,19F,8
5-17,2001,22F,2
5-17,2001,23F,8
5-17,2001,3,9
5-17,2001,31,1
5-17,2001,34,1
5-17,2001,35F,1
5-17,2001,37,1
5-17,2001,4,11
5-17,2001,5,1
5-17,2001,6B,5
5-17,2001,6C,1
5-17,2001,7F,7
5-17,2001,8,3
5-17,2001,9V,8
5-17,2001,MISS,17
5-17,2001,NT,1
18-49,2001,1,12
18-49,2001,10A,9
18-49,2001,11A,26
18-49,2001,12F,88
18-49,2001,13,7
18-49,2001,14,108
18-49,2001,15A,1
18-49,2001,15B,5
18-49,2001,15C,8
18-49,2001,16,1
18-49,2001,16A,1
18-49,2001,16F,20
18-49,2001,17F,6
18-49,2001,18B,2
18-49,2001,18C,41
18-49,2001,18F,1
18-49,2001,19A,28
18-49,2001,19C,1
18-49,2001,19F,31
18-49,2001,20,8
18-49,2001,22F,39
18-49,2001,23A,8
18-49,2001,23B,4
18-49,2001,23F,59
18-49,2001,3,38
18-49,2001,31,7
18-49,2001,33F,10
18-49,2001,34,1
18-49,2001,35B,12
18-49,2001,35F,3
18-49,2001,37,1
18-49,2001,38,7
18-49,2001,4,164
18-49,2001,5,13
18-49,2001,6A,51
18-49,2001,6B,49
18-49,2001,6C,4
18-49,2001,7A,1
18-49,2001,7C,5
18-49,2001,7F,38
18-49,2001,8,23
18-49,2001,9A,5
18-49,2001,9N,20
18-49,2001,9V,80
18-49,2001,MISS,106
18-49,2001,NT,8
50-64,2001,1,5
50-64,2001,10A,5
50-64,2001,11A,8
50-64,2001,12F,36
50-64,2001,13,3
50-64,2001,14,49
50-64,2001,15A,1
50-64,2001,15B,4
50-64,2001,16,1
50-64,2001,16A,1
50-64,2001,16F,12
50-64,2001,17F,2
50-64,2001,18C,29
50-64,2001,18F,1
50-64,2001,19A,20
50-64,2001,19F,21
50-64,2001,20,5
50-64,2001,21,1
50-64,2001,22F,30
50-64,2001,23A,6
50-64,2001,23B,1
50-64,2001,23F,37
50-64,2001,3,47
50-64,2001,31,2
50-64,2001,33F,6
50-64,2001,34,2
50-64,2001,35B,10
50-64,2001,35F,2
50-64,2001,38,3
50-64,2001,4,80
50-64,2001,5,6
50-64,2001,6A,26
50-64,2001,6B,38
50-64,2001,6C,1
50-64,2001,7A,1
50-64,2001,7C,1
50-64,2001,7F,12
50-64,2001,8,4
50-64,2001,9A,2
50-64,2001,9N,13
50-64,2001,9V,60
50-64,2001,MISS,87
50-64,2001,NT,5
65+,2001,1,9
65+,2001,10A,5
65+,2001,11A,32
65+,2001,11B,1
65+,2001,12A,1
65+,2001,12F,29
65+,2001,13,2
65+,2001,14,142
65+,2001,15A,3
65+,2001,15B,5
65+,2001,15C,6
65+,2001,16,1
65+,2001,16F,25
65+,2001,17F,1
65+,2001,18A,1
65+,2001,18C,27
65+,2001,19A,42
65+,2001,19F,44
65+,2001,20,5
65+,2001,22F,64
65+,2001,23A,15
65+,2001,23B,3
65+,2001,23F,93
65+,2001,24F,1
65+,2001,29,1
65+,2001,3,94
65+,2001,31,16
65+,2001,33F,18
65+,2001,34,1
65+,2001,35B,18
65+,2001,35F,9
65+,2001,37,1
65+,2001,38,17
65+,2001,4,89
65+,2001,5,1
65+,2001,6A,54
65+,2001,6B,82
65+,2001,6C,10
65+,2001,7C,2
65+,2001,7F,22
65+,2001,8,8
65+,2001,9A,10
65+,2001,9N,11
65+,2001,9V,75
65+,2001,MISS,121
65+,2001,NT,4
<2,2002,1,1
<2,2002,10A,4
<2,2002,11A,5
<2,2002,12F,8
<2,2002,14,10
<2,2002,15B,6
<2,2002,15C,20
<2,2002,16F,1
<2,2002,17F,1
<2,2002,18C,7
<2,2002,19A,37
<2,2002,19F,19
<2,2002,22F,11
<2,2002,23F,5
<2,2002,24F,1
<2,2002,3,8
<2,2002,33F,15
<2,2002,35B,2
<2,2002,35F,1
<2,2002,38,12
<2,2002,4,5
<2,2002,6A,10
<2,2002,6B,18
<2,2002,7C,3
<2,2002,7F,8
<2,2002,9V,5
<2,2002,MISS,46
<2,2002,NT,1
2-4,2002,1,4
2-4,2002,10A,2
2-4,2002,12F,2
2-4,2002,14,12
2-4,2002,15B,1
2-4,2002,15C,9
2-4,2002,16F,1
2-4,2002,18B,2
2-4,2002,18C,18
2-4,2002,18F,1
2-4,2002,19A,18
2-4,2002,19F,12
2-4,2002,22F,4
2-4,2002,23B,1
2-4,2002,23F,7
2-4,2002,3,2
2-4,2002,33F,4
2-4,2002,35F,1
2-4,2002,38,3
2-4,2002,4,12
2-4,2002,6A,2
2-4,2002,6B,17
2-4,2002,7F,6
2-4,2002,9N,1
2-4,2002,9V,5
2-4,2002,MISS,19
2-4,2002,NT,2
5-17,2002,1,5
5-17,2002,10A,1
5-17,2002,11A,2
5-17,2002,12F,5
5-17,2002,13,1
5-17,2002,14,9
5-17,2002,15A,2
5-17,2002,15B,2
5-17,2002,16F,4
5-17,2002,18C,16
5-17,2002,19A,3
5-17,2002,19F,9
5-17,2002,22F,5
5-17,2002,23B,1
5-17,2002,23F,8
5-17,2002,3,5
5-17,2002,31,2
5-17,2002,33F,3
5-17,2002,35B,1
5-17,2002,38,1
5-17,2002,4,10
5-17,2002,5,1
5-17,2002,6A,8
5-17,2002,6B,4
5-17,2002,6C,1
5-17,2002,7F,12
5-17,2002,8,1
5-17,2002,9V,6
5-17,2002,MISS,16
5-17,2002,NT,1
18-49,2002,1,14
18-49,2002,10A,4
18-49,2002,11A,34
18-49,2002,12F,62
18-49,2002,13,5
18-49,2002,14,52
18-49,2002,15A,6
18-49,2002,15B,8
18-49,2002,15C,6
18-49,2002,16,1
18-49,2002,16F,17
18-49,2002,17F,7
18-49,2002,18,1
18-49,2002,18C,25
